,Part_number,Target_power_mean,Target_power_std,Print_ID_layer,Position,row,column,Galvo,Xcoor,Ycoor,Zcoor
38,158,13.238476517709769,0.360310666400621,0_1,158,0,0,0,410.4,293.52,21.01
39,160,15.658052213394015,1.130241623654125,0_1,160,0,0,0,467.52,293.52,21.01
40,161,14.246380270298491,0.5642124462457366,0_1,1,0,0,0,32.4,36.48,49.01
41,163,13.465779984352892,0.6960467077362584,0_1,3,0,0,0,89.52,36.48,49.01
42,165,13.6001642359066,0.7245787349838932,0_1,5,0,0,0,146.64,36.48,49.01
43,167,13.596439767426702,0.7317445177251418,0_1,7,0,0,0,203.76,36.48,49.01
44,170,14.66304527038747,0.9100554446998831,0_1,10,0,0,0,296.16,36.48,49.01
45,172,14.425253659937814,0.8195344338980661,0_1,12,0,0,0,353.28,36.48,49.01
46,174,13.216975368983686,0.6155106460475159,0_1,14,0,0,0,410.4,36.48,49.01
47,176,13.812716000382789,0.948668767616281,0_1,16,0,0,0,467.52,36.48,49.01
48,184,13.1241777286771,0.6906066597844717,0_1,24,0,0,0,232.32,65.04,49.01
49,185,13.658015151755132,0.4470287130790647,0_1,25,0,0,0,267.6,65.04,49.01
50,209,12.691567415775875,0.5031257828554111,0_1,49,0,0,0,32.4,122.16,49.01
51,211,12.34833780022713,0.7211951492851111,0_1,51,0,0,0,89.52,122.16,49.01
52,213,12.46339612456628,0.5684806164901822,0_1,53,0,0,0,146.64,122.16,49.01
53,215,11.704550226183075,0.7187653798218775,0_1,55,0,0,0,203.76,122.16,49.01
54,218,12.907577930067742,0.3555445265029426,0_1,58,0,0,0,296.16,122.16,49.01
55,220,12.975957747006014,0.5111934092854737,0_1,60,0,0,0,353.28,122.16,49.01
56,222,11.934260955278663,0.5046235088520651,0_1,62,0,0,0,410.4,122.16,49.01
57,224,12.528372988147092,0.5301675750710713,0_1,64,0,0,0,467.52,122.16,49.01
58,244,12.345178494993045,0.7896325646308431,0_1,84,0,0,0,118.08,179.28,49.01
59,248,11.767422458457537,0.6667058384436036,0_1,88,0,0,0,232.32,179.28,49.01
60,249,12.347063224945886,0.45591789564775953,0_1,89,0,0,0,267.6,179.28,49.01
61,253,11.954694432399723,0.5795394471295205,0_1,93,0,0,0,381.84,179.28,49.01
62,257,13.162894333581935,0.4336110605360404,0_1,97,0,0,0,32.4,207.84,49.01
63,259,12.53282473435046,0.6052948011736661,0_1,99,0,0,0,89.52,207.84,49.01
64,261,12.885620197087931,0.3971485354864658,0_1,101,0,0,0,146.64,207.84,49.01
65,263,11.735345443013262,0.5430982139372869,0_1,103,0,0,0,203.76,207.84,49.01
66,266,12.459890201456682,0.41226147422940607,0_1,106,0,0,0,296.16,207.84,49.01
67,268,12.776021896856076,0.4829951600540215,0_1,108,0,0,0,353.28,207.84,49.01
68,270,11.79497065108114,0.520233436980481,0_1,110,0,0,0,410.4,207.84,49.01
69,272,13.335971284829466,0.8592387029869045,0_1,112,0,0,0,467.52,207.84,49.01
70,296,11.941153299430335,0.5395568061648883,0_1,136,0,0,0,232.32,264.96,49.01
71,297,12.603067036424754,0.486564392931226,0_1,137,0,0,0,267.6,264.96,49.01
72,305,14.557969005363038,0.5083083016093701,0_1,145,0,0,0,32.4,293.52,49.01
73,307,14.077734368240376,0.4325103111074784,0_1,147,0,0,0,89.52,293.52,49.01
74,309,14.547025275097313,0.6416508335874419,0_1,149,0,0,0,146.64,293.52,49.01
75,311,13.420931879287043,0.5184854251089426,0_1,151,0,0,0,203.76,293.52,49.01
76,314,13.637408567222932,0.5582256972315848,0_1,154,0,0,0,296.16,293.52,49.01
77,316,13.86566716182068,0.327950773370005,0_1,156,0,0,0,353.28,293.52,49.01
78,318,12.492236292703856,0.5221077192190693,0_1,158,0,0,0,410.4,293.52,49.01
79,320,14.884312137987525,0.9583612143805912,0_1,160,0,0,0,467.52,293.52,49.01
