,Part_number,Target_power_mean,Target_power_std,Print_ID_layer,Position,row,column,Galvo,Xcoor,Ycoor,Zcoor
30,136,12.4972219246558,0.5350034378752224,0_1,136,8,9,1,232.32,264.96,21.01
31,137,13.659521152518577,1.0093965988152684,0_1,137,9,9,2,267.6,264.96,21.01
32,145,14.802607171814774,3.289515830252128,0_1,145,1,10,1,32.4,293.52,21.01
33,147,13.65209236077388,0.598052204659358,0_1,147,3,10,1,89.52,293.52,21.01
34,149,13.852656366822192,0.6255842427763365,0_1,149,5,10,1,146.64,293.52,21.01
35,151,13.022101127345085,0.7038388594053695,0_1,151,7,10,1,203.76,293.52,21.01
36,154,14.273628336228914,1.163068983090042,0_1,154,10,10,2,296.16,293.52,21.01
37,156,16.178760899882796,9.141897475856931,0_1,156,12,10,2,353.28,293.52,21.01
38,158,14.197679636307283,0.9410101968580218,0_1,158,14,10,2,410.4,293.52,21.01
39,160,15.01424464229947,1.6967080464747253,0_1,160,16,10,2,467.52,293.52,21.01
40,161,14.926733473290662,2.0654142986741673,0_2,1,1,1,1,32.4,36.48,49.01
41,163,13.338798498335024,0.7480869581283409,0_2,3,3,1,1,89.52,36.48,49.01
42,165,13.60892799214287,0.7214089452482385,0_2,5,5,1,1,146.64,36.48,49.01
43,167,13.013132169873415,1.1560098550399953,0_2,7,7,1,1,203.76,36.48,49.01
44,170,14.810072375841171,2.03495828361139,0_2,10,10,1,2,296.16,36.48,49.01
45,172,14.999154033968157,1.0626043081353336,0_2,12,12,1,2,353.28,36.48,49.01
46,174,14.096817460281079,1.449595099729042,0_2,14,14,1,2,410.4,36.48,49.01
47,176,14.12607973963065,0.7542183196015633,0_2,16,16,1,2,467.52,36.48,49.01
48,184,12.163612245959465,0.9560652734267677,0_2,24,8,2,1,232.32,65.04,49.01
49,185,13.72977922957389,1.1984464753594746,0_2,25,9,2,2,267.6,65.04,49.01
50,209,12.632460682935731,0.7807258966437858,0_2,49,1,4,1,32.4,122.16,49.01
51,211,11.939695144068834,0.6480331222722667,0_2,51,3,4,1,89.52,122.16,49.01
52,213,11.925393603215326,0.6924323830354626,0_2,53,5,4,1,146.64,122.16,49.01
53,215,10.738998944379732,0.5774180020288527,0_2,55,7,4,1,203.76,122.16,49.01
54,218,11.42891974260313,1.3388902666771836,0_2,58,10,4,2,296.16,122.16,49.01
55,220,12.791304055512013,0.7864217522791465,0_2,60,12,4,2,353.28,122.16,49.01
56,222,11.467037431147896,1.3667466583557966,0_2,62,14,4,2,410.4,122.16,49.01
57,224,13.214091098377198,1.678050724466874,0_2,64,16,4,2,467.52,122.16,49.01
58,244,9.88213390399583,1.479295678604395,0_2,84,4,6,1,118.08,179.28,49.01
59,248,10.68326897981711,0.7065711396241011,0_2,88,8,6,1,232.32,179.28,49.01
60,249,10.94388966685944,1.2683252679553951,0_2,89,9,6,2,267.6,179.28,49.01
61,253,10.82673405453241,1.8455649340802984,0_2,93,13,6,2,381.84,179.28,49.01
62,257,11.608533819033187,0.9921097914650248,0_2,97,1,7,1,32.4,207.84,49.01
63,259,10.517380134858678,2.7653260597931504,0_2,99,3,7,1,89.52,207.84,49.01
64,261,11.494753255022944,0.5769774099360437,0_2,101,5,7,1,146.64,207.84,49.01
65,263,10.832190066844094,0.6004490556467108,0_2,103,7,7,1,203.76,207.84,49.01
66,266,11.846476277740523,1.0756670326311446,0_2,106,10,7,2,296.16,207.84,49.01
67,268,12.627932039014224,0.7410534239022127,0_2,108,12,7,2,353.28,207.84,49.01
68,270,11.108738863334132,1.4572947463601635,0_2,110,14,7,2,410.4,207.84,49.01
69,272,14.073606146999078,1.77242405514394,0_2,112,16,7,2,467.52,207.84,49.01
70,296,11.383316256835062,0.5277624322663153,0_2,136,8,9,1,232.32,264.96,49.01
71,297,12.32884497748786,1.2211270068103273,0_2,137,9,9,2,267.6,264.96,49.01
72,305,14.064215994945894,1.5852955008704297,0_2,145,1,10,1,32.4,293.52,49.01
73,307,12.42467900850938,1.5329138608662092,0_2,147,3,10,1,89.52,293.52,49.01
74,309,12.672004872144418,0.49179731239753965,0_2,149,5,10,1,146.64,293.52,49.01
75,311,11.961863403437091,0.6601671042608982,0_2,151,7,10,1,203.76,293.52,49.01
76,314,13.278938767956767,1.1691882077279274,0_2,154,10,10,2,296.16,293.52,49.01
77,316,15.18489782237126,1.5566970864251934,0_2,156,12,10,2,353.28,293.52,49.01
78,318,13.064587743363578,1.7912167840137219,0_2,158,14,10,2,410.4,293.52,49.01
79,320,14.220411790348367,3.2574183265218166,0_2,160,16,10,2,467.52,293.52,49.01
